"Product UID","Name","Price","Discounted Price","Meal Time","Meal Type","Goal","Category","Subcategory","Display in alacart","status","Description"
"PCODVCOM7","PCODHIGH PROTEIN BOWL AND SMOOTHIE","475","400","BLSD","Veg","PCOD Friendly","COMBOS","VEG COMBOS","Yes","Active","high protein bowl with a smoothie keeps you fit and your fat at bay"
"PCODCOMCH1","PCODCHICKEN SALAD AND JUICE(ANY)","300","250","BLSD","Chicken","PCOD Friendly","COMBOS","CHICKEN COMBOS","Yes","Active","chicken salad served with juice of the day"
"PCODCOMCH2","PCODCHICKEN SANDWICH AND JUICE9ANY)","300","250","BLSD","Chicken","PCOD Friendly","COMBOS","CHICKEN COMBOS","Yes","Active","chicken farm house sandwich served with detox wonder"
"PCODCOMCH3","PCODCHICKEN SALAD AND SMOOTHIE(ANY)","400","330","BLSD","Chicken","PCOD Friendly","COMBOS","CHICKEN COMBOS","Yes","Active","any chicken salad served with the high protein banana smoothie is simply delicious"
"PCODCOMCH4","PCODCHICKEN WRAP AND JUICE","400","330","BLSD","Chicken","PCOD Friendly","COMBOS","CHICKEN COMBOS","Yes","Active","healthy chicken wrap served with an equally healthy juice"
"PCODCOMCH5","PCODCHICKEN WRAP AND SMOOTHIE","400","330","BLSD","Chicken","PCOD Friendly","COMBOS","CHICKEN COMBOS","Yes","Active","chicken wrap served with a smoothie is sumptuous nutritious meal"
"PCODCOMCH6","PCODCHICKEN SANDWICH AND SMOOTHIE","400","330","BLSD","Chicken","PCOD Friendly","COMBOS","CHICKEN COMBOS","Yes","Active","chicken farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"PCODCOMCH7","PCODCHICKEN H PROTEIN BOWL AND SMOOTHIE","500","450","BLSD","Chicken","PCOD Friendly","COMBOS","CHICKEN COMBOS","Yes","Active","chicken high protein bowl with a smoothie keeps you fit and your fat at bay"
"PCVEGANC1","PCODVEGAN PCODVEGAN SALAD AND JUICE(ANY)","275","250","BLSD","Vegan","PCOD Friendly","COMBOS","VEGAN COMBOS","Yes","Active","vegan salad served with juice of the day"
"PCVEGANC2","PCODVEGAN SANDWICH AND JUICE9ANY)","275","250","BLSD","Vegan","PCOD Friendly","COMBOS","VEGAN COMBOS","Yes","Active","vegan farm house sandwich served with detox wonder"
"PCVEGANC3","PCODVEGAN PCODVEGAN SALAD AND SMOOTHIE(ANY)","275","250","BLSD","Vegan","PCOD Friendly","COMBOS","VEGAN COMBOS","Yes","Active","any vegan salad served with the high protein banana smoothie is simply delicious"
"PCVEGANC4","PCODVEGAN WRAP AND JUICE","275","250","BLSD","Vegan","PCOD Friendly","COMBOS","VEGAN COMBOS","Yes","Active","healthy vegan wrap served with an equally healthy juice"
"PCVEGANC5","PCODVEGAN WRAP AND SMOOTHIE","275","250","BLSD","Vegan","PCOD Friendly","COMBOS","VEGAN COMBOS","Yes","Active","vegan wrap served with a smoothie is sumptuous nutritious meal"
"PCVEGANC6","PCODVEGAN SANDWICH AND SMOOTHIE","275","250","BLSD","Vegan","PCOD Friendly","COMBOS","VEGAN COMBOS","Yes","Active","vegan farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"PCVEGANC7","PCODHIGH PROTEIN VEGAN BOWL AND SMOOTHIE","375","300","BLSD","Vegan","PCOD Friendly","COMBOS","VEGAN COMBOS","Yes","Active","vegan high protein bowl with a smoothie keeps you fit and your fat at bay"
"PCODPCOM1","PCODFISH/PRAWNS SALAD AND JUICE(ANY)","400","350","BLSD","Pescatarian","PCOD Friendly","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns salad served with juice of the day"
"PCODPCOM2","PCODFISH/PRAWNS SANDWICH AND JUICE9ANY)","400","350","BLSD","Pescatarian","PCOD Friendly","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns farm house sandwich served with detox wonder"
"PCODPCOM3","PCODFISH/PRAWNS SALAD AND SMOOTHIE(ANY)","400","350","BLSD","Pescatarian","PCOD Friendly","COMBOS","PESCATARIAN COMBOS","Yes","Active","any fish/prawns salad served with the high protein banana smoothie is simply delicious"
"PCODPCOM4","PCODFISH/PRAWNS WRAP AND JUICE","400","350","BLSD","Pescatarian","PCOD Friendly","COMBOS","PESCATARIAN COMBOS","Yes","Active","healthy fish/prawns wrap served with an equally healthy juice"
"PCODPCOM5","PCODFISH/PRAWNS WRAP AND SMOOTHIE","400","350","BLSD","Pescatarian","PCOD Friendly","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns wrap served with a smoothie is sumptuous nutritious meal"
"PCODPCOM6","PCODFISH/PRAWNS SANDWICH AND SMOOTHIE","400","350","BLSD","Pescatarian","PCOD Friendly","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"PCODPCOM7","PCODHIGH PROTEIN FISH/PRAWNS BOWL AND SMOOTHIE","600","450","BLSD","Pescatarian","PCOD Friendly","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns high protein bowl with a smoothie keeps you fit and your fat at bay"
"PCODECOM1","PCODEGGS SALAD AND JUICE(ANY)","275","250","BLSD","Eagen","PCOD Friendly","COMBOS","EGG COMBOS","Yes","Active","eggs salad served with juice of the day"
"PCODECOM2","PCODEGGS SANDWICH AND JUICE9ANY)","275","250","BLSD","Eagen","PCOD Friendly","COMBOS","EGG COMBOS","Yes","Active","eggs farm house sandwich served with detox wonder"
"PCODECOM3","PCODEGGS SALAD AND SMOOTHIE(ANY)","400","350","BLSD","Eagen","PCOD Friendly","COMBOS","EGG COMBOS","Yes","Active","any eggs salad served with the high protein banana smoothie is simply delicious"
"PCODECOM4","PCODEGGS WRAP AND JUICE","275","250","BLSD","Eagen","PCOD Friendly","COMBOS","EGG COMBOS","Yes","Active","healthy eggs wrap served with an equally healthy juice"
"PCODECOM5","PCODEGGS WRAP AND SMOOTHIE","475","350","BLSD","Eagen","PCOD Friendly","COMBOS","EGG COMBOS","Yes","Active","eggs wrap served with a smoothie is sumptuous nutritious meal"
"PCODECOM6","PCODEGGS SANDWICH AND SMOOTHIE","400","350","BLSD","Eagen","PCOD Friendly","COMBOS","EGG COMBOS","Yes","Active","eggs farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"PCODECOM7","PCODHIGH PROTEIN EGGS BOWL AND SMOOTHIE","475","400","BLSD","Eagen","PCOD Friendly","COMBOS","EGG COMBOS","Yes","Active","eggs high protein bowl with a smoothie keeps you fit and your fat at bay"
"PCODGFCOM1","PCODGLUTENFREE SALAD AND JUICE(ANY)","275","250","BLSD","Gluten Free","PCOD Friendly","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree salad served with juice of the day"
"PCODGFCOM2","PCODGLUTENFREE SANDWICH AND JUICE9ANY)","300","275","BLSD","Gluten Free","PCOD Friendly","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree farm house sandwich served with detox wonder"
"PCODGFCOM3","PCODGLUTENFREE SALAD AND SMOOTHIE(ANY)","400","350","BLSD","Gluten Free","PCOD Friendly","COMBOS","GLUTEN FREE COMBOS","Yes","Active","any glutenfree salad served with the high protein banana smoothie is simply delicious"
"PCODGFCOM4","PCODGLUTENFREE WRAP AND JUICE","300","250","BLSD","Gluten Free","PCOD Friendly","COMBOS","GLUTEN FREE COMBOS","Yes","Active","healthy glutenfree wrap served with an equally healthy juice"
"PCODGFCOM5","PCODGLUTENFREE WRAP AND SMOOTHIE","400","350","BLSD","Gluten Free","PCOD Friendly","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree wrap served with a smoothie is sumptuous nutritious meal"
"PCODGFCOM6","PCODGLUTENFREE SANDWICH AND SMOOTHIE","400","350","BLSD","Gluten Free","PCOD Friendly","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"PCODGFCOM7","PCODHIGH PROTEIN BOWL AND SMOOTHIE","500","400","BLSD","Gluten Free","PCOD Friendly","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree high protein bowl with a smoothie keeps you fit and your fat at bay"
"MDSAL1","MB GREEK VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","Delicious VEG SALAD with cucumber, cherry tomatoes, lettuce , served with herb vinaigrette dressing"
"MDSAL2","MB CHANA VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","Tasty and nutritious VEG SALAD served with lime and other spices"
"MDSAL3","MB SAUTE VEGGIES VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","Exotic veggies sauteed in olive oil and sprinkled with italian seasonings"
"MDSAL4","MB CORN VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","Corn veg salad served with olive oil and italian spices"
"MDSAL5","MB PASTA VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","Whole wheat pasta served with veggies and olives"
"MDSAL6","MB SOYA VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","Healthy soya beans served with exotic veggies in italian seasonings"
"MDSAL7","MB SPROUTS VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","Sprouts sauteed in olive oil and mixed with veggies served with vinegar and lime"
"MDSAL8","MB THREE BEANS VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","VEG SALAD with a mix of chana,kidney beans, chick peas sauteed in olive oil and mixed with exotic veggies and fresh seasonings"
"MDSAL9","MB CAESAR VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","VEG SALAD served with croutons and fresh exotic veggies with non fattening dressing makes it healthy and tasty"
"MDSAL10","MB QUINOA VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","Quinoa served with exotic veggies served with italian herbs makes it delicuous and filling"
"MDSAL11","MB FRUIT VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","fruits served with a dash of nuts and honey gives a great twist to this VEG SALAD"
"MDSAL12","MB ENERGY VEG SALAD","170","150","LSD","Veg","Muscle Building","SALAD","VEG SALAD","Yes","Active","sprouts, veggies, cucumber and tomatoes make this VEG SALAD sumptuous and delicious."
"MDSAL13","MB CHICKEN GREEK SALAD","200","180","LSD","Chicken","Muscle Building","SALAD","CHICKEN SALAD","Yes","Active","Healthy chicken SALAD with juicy grilled chicken ,cucumber, cherry tomatoes, lettuce , served with herb vinaigrette dressing"
"MDSAL14","MB CHICKEN CHANA SALAD","200","180","LSD","Chicken","Muscle Building","SALAD","CHICKEN SALAD","Yes","Active","Delicious chicken SALAD with juicy grilled chicken ,boiled chana,cucumber, exotic veggies and lettuce , served with herb vinaigrette dressing"
"MDSAL15","MB CHICKEN SAUTE VEGGIES SALAD","200","180","LSD","Chicken","Muscle Building","SALAD","CHICKEN SALAD","Yes","Active","Nutritious chicken SALAD with juicy grilled chicken ,exotic veggies served with olive oil dressing"
"MDSAL16","MB CHICKEN THREE BEANS SALAD","200","180","LSD","Chicken","Muscle Building","SALAD","CHICKEN SALAD","Yes","Active","Delicious chicken SALAD with juicy grilled chicken ,exotic veggies and boiled corn served with olive oil dressing"
"MDSAL17","MB CHICKEN PASTA SALAD","200","180","LSD","Chicken","Muscle Building","SALAD","CHICKEN SALAD","Yes","Active","Divine chicken SALAD with juicy grilled chicken ,pasta whole wheat,exotic veggies served with olive oil dressing"
"MDSAL18","MB CHICKEN QUINOA SALAD","200","180","LSD","Chicken","Muscle Building","SALAD","CHICKEN SALAD","Yes","Active","Delicious chicken SALAD with juicy grilled chicken ,soya, exotic veggies served with olive oil dressing"
"MDSAL19","MB CHICKEN CAESAR SALAD","200","180","LSD","Chicken","Muscle Building","SALAD","CHICKEN SALAD","Yes","Active","Supertasty chicken SALAD with juicy grilled chicken ,exotic veggies mixed with sprouts and healthy dressing"
"MDSAL20","EGG MB GREEK SALAD","180","160","LSD","Eagen","Muscle Building","SALAD","EGG SALAD","Yes","Active","Proteinaceous egg saladwith cucumber, cherry tomatoes, lettuce , served with herb vinaigrette dressing"
"MDSAL21","EGG MB CHANA SALAD","180","160","LSD","Eagen","Muscle Building","SALAD","EGG SALAD","Yes","Active","Delicious, nutritious egg SALAD with juicy grilled chicken ,boiled chana,cucumber, exotic veggies and lettuce , served with herb vinaigrette dressing"
"MDSAL22","EGG MB SAUTE VEGG MBIES SALAD","180","160","LSD","Eagen","Muscle Building","SALAD","EGG SALAD","Yes","Active","Nutritious eggs SALAD with juicy grilled chicken ,exotic veggies served with olive oil dressing"
"MDSAL23","EGG MB THREE BEANS SALAD","180","160","LSD","Eagen","Muscle Building","SALAD","EGG SALAD","Yes","Active","Delicious eggs salad with ,exotic veggies and boiled corn served with olive oil dressing"
"MDSAL24","EGG MB PASTA SALAD","180","160","LSD","Eagen","Muscle Building","SALAD","EGG SALAD","Yes","Active","Divine egg SALAD with ,pasta whole wheat,exotic veggies served with olive oil dressing"
"MDSAL25","EGG MB QUINOA SALAD","180","160","LSD","Eagen","Muscle Building","SALAD","EGG SALAD","Yes","Active","Deliciou egg SALAD with ,quinoa exotic veggies served with olive oil dressing"
"MDSAL26","MB EGG CAESAR SALAD","180","160","LSD","Eagen","Muscle Building","SALAD","EGG SALAD","Yes","Active","Supertasty egg salad with exotic veggies mixed with croutons and healthy dressing"
"MDSAL27","MB VEGAN GREEK SALAD","170","150","LSD","Vegan","Muscle Building","SALAD","VEGAN SALAD","Yes","Active","Delicious vegan SALAD with juicy grilled tofu,exotic veggies served with olive oil dressing"
"MDSAL28","MB VEGAN CHANA SALAD","170","150","LSD","Vegan","Muscle Building","SALAD","VEGAN SALAD","Yes","Active","Delicious VEGAN SALAD with tofu ,chana, exotic veggies served with olive oil dressing"
"MDSAL29","MB VEGAN SAUTE VEGGIES SALAD","170","150","LSD","Vegan","Muscle Building","SALAD","VEGAN SALAD","Yes","Active","Delicious vegan SALAD with juicy grilled tofu exotic veggies served with olive oil dressing"
"MDSAL30","MB VEGAN THREE BEANS SALAD","170","150","LSD","Vegan","Muscle Building","SALAD","VEGAN SALAD","Yes","Active","Delicious VEGAN SALAD with tofu,exotic veggies, 3 beans served with olive oil dressing"
"MDSAL31","MB VEGAN PASTA SALAD","170","150","LSD","Vegan","Muscle Building","SALAD","VEGAN SALAD","Yes","Active","Delicious VEGAN SALAD with tofu,exotic veggies, pasta served with olive oil dressing"
"MDSAL32","MB VEGAN QUINOA SALAD","170","150","LSD","Vegan","Muscle Building","SALAD","VEGAN SALAD","Yes","Active","Tasty VEGAN SALAD with tofu,exotic veggies, quinoa served with olive oil dressing"
"MDSAL33","MB VEGAN CAESAR SALAD","170","150","LSD","Vegan","Muscle Building","SALAD","VEGAN SALAD","Yes","Active","Healthy VEGAN SALAD with tofu,exotic veggies, croutons served with olive oil dressing"
"MDSAL34","MB FISH/PRAWNS GREEK SALAD","220","200","LSD","Pescatarian","Muscle Building","SALAD","PESCATARIAN SALAD","Yes","Active","Nutritious fish/prawn SALAD with fish/prawns,cucumber, cherry tomatoes, lettuce , served with herb vinaigrette dressing"
"MDSAL35","MB FISH/PRAWNS CHANA SALAD","220","200","LSD","Pescatarian","Muscle Building","SALAD","PESCATARIAN SALAD","Yes","Active","Delicious fish/prawn SALAD with fish/prawns boiled chana,cucumber, exotic vfish/prawnies and lettuce , served with herb vinaigrette dressing"
"MDSAL36","MB FISH/PRAWNS SAUTE VEGGIES SALAD","220","200","LSD","Pescatarian","Muscle Building","SALAD","PESCATARIAN SALAD","Yes","Active","Delightful fish/prawn SALAD with juicy grilled chicken ,exotic vfish/prawnies served with olive oil dressing"
"MDSAL37","MB FISH/PRAWNS THREE BEANS SALAD","220","200","LSD","Pescatarian","Muscle Building","SALAD","PESCATARIAN SALAD","Yes","Active","Delicious fish/prawn SALAD with juicy grilled chicken ,exotic vfish/prawnies and boiled corn served with olive oil dressing"
"MDSAL38","MB FISH/PRAWNS PASTA SALAD","220","200","LSD","Pescatarian","Muscle Building","SALAD","PESCATARIAN SALAD","Yes","Active","Amazing fish/prawn SALAD with fish/prawns ,pasta whole wheat, exotic vfish/prawnies served with olive oil dressing"
"MDSAL39","MB FISH/PRAWNS QUINOA SALAD","220","200","LSD","Pescatarian","Muscle Building","SALAD","PESCATARIAN SALAD","Yes","Active","Delicious fish/prawn SALAD with juicy grilled fish/prawns ,quinoa, exotic vfish/prawnies served with olive oil dressing"
"MDSAL40","MB FISH/PRAWNS CAESAR SALAD","220","200","LSD","Pescatarian","Muscle Building","SALAD","PESCATARIAN SALAD","Yes","Active","Delicious SALAD with fish/prawns ,exotic veggies, croutons served with olive oil dressing"
"MDSAL41","MB GLUTEN FREE GREEK SALAD","170","150","LSD","Gluten Free","Muscle Building","SALAD","GLUTEN FREE SALAD","Yes","Active","Delicious glutenfree SALAD with juicy grilled cottage cheese,exotic veggies served with olive oil dressing"
"MDSAL42","MB GLUTEN FREE CHANA SALAD","170","150","LSD","Gluten Free","Muscle Building","SALAD","GLUTEN FREE SALAD","Yes","Active","Delicious glutenfree SALAD with cottage cheese ,chana, exotic veggies served with olive oil dressing"
"MDSAL43","MB GLUTEN FREE SAUTE VEGGIES SALAD","170","150","LSD","Gluten Free","Muscle Building","SALAD","GLUTEN FREE SALAD","Yes","Active","Delicious glutenfree SALAD with juicy grilled cottage cheese exotic veggies served with olive oil dressing"
"MDSAL44","MB GLUTEN FREE THREE BEANS SALAD","170","150","LSD","Gluten Free","Muscle Building","SALAD","GLUTEN FREE SALAD","Yes","Active","Delicious glutenfree SALAD with cottage cheese,exotic veggies, 3 beans served with olive oil dressing"
"MDSAL45","MB GLUTEN FREE PASTA SALAD","170","150","LSD","Gluten Free","Muscle Building","SALAD","GLUTEN FREE SALAD","Yes","Active","Delicious glutenfree SALAD with cottage cheese,exotic veggies, pasta served with olive oil dressing"
"MDSAL46","MB GLUTEN FREE QUINOA SALAD","170","150","LSD","Gluten Free","Muscle Building","SALAD","GLUTEN FREE SALAD","Yes","Active","Tasty glutenfree SALAD with cottage cheese,exotic veggies, quinoa served with olive oil dressing"
"MDSAL47","MB GLUTENFREE SPROUTS SALAD","170","150","LSD","Gluten Free","Muscle Building","SALAD","GLUTEN FREE SALAD","Yes","Active","Healthy glutenfree SALAD with cottage cheese,exotic veggies, sprouts served with olive oil dressing"
"MDSAL48","MB GLUTENFREE CAESAR SALAD","170","150","LSD","Gluten Free","Muscle Building","SALAD","GLUTEN FREE SALAD","Yes","Active","Nutritious glutenfree salad with cottage cheese, exotic veggies and gf croutons mixed with non creamy inhouse sauce"
"MDSAL49","MB CHICKEN SPROUTS SALAD","200","180","LSD","Chicken","Muscle Building","SALAD","CHICKEN SALAD","Yes","Active","Supertasty chicken salad with exotic veggies mixed with sprouts and healthy dressing"
"MDSAL50","MB EGG SPROUTS SALAD","180","160","LSD","Eagen","Muscle Building","SALAD","EGG SALAD","Yes","Active","Supertasty egg salad with exotic veggies mixed with sprouts and healthy dressing"
"MBHPCOM1","MB VEG HP BURRITTO BOWL","275","250","LD","Veg","Muscle Building","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","brown rice, paneer, exotic veggies, salsa, beans served with sauce of the day"
"MBHPCOM2","MB VEG HP THAI BUDDHA BOWL","275","250","LD","Veg","Muscle Building","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, exotic veggies, rice served with delicious peanut sauce"
"MBHPCOM3","MB VEG HP INDIAN VEGGIES BOWL","275","250","LD","Veg","Muscle Building","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with greens, hummus and indian veggies"
"MBHPCOM4","MB VEG HP MEDITERRANEAN BOWL","275","250","LD","Veg","Muscle Building","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies layered with beans ,hummus and sweet potato patty is simply divine"
"MBHPCOM5","MB VEG HP MEXICAN BOWL","275","250","LD","Veg","Muscle Building","HIGH PROTEIN MEALS","VEG HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies layered with beans is delicious and heavenly"
