"Product UID","Name","Price","Discounted Price","Meal Time","Meal Type","Goal","Category","Subcategory","Display in alacart","status","Description"
"MBHPCOM48","MB VEGAN HP MEDITERRANEAN BOWL","275","250","LD","Vegan","Muscle Building","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies layered with beans ,hummus and sweet potato patty is simply divine"
"MBHPCOM49","MB VEGAN HP MEXICAN BOWL","275","250","LD","Vegan","Muscle Building","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies layered with beans is delicious and heavenly"
"MBHPCOM50","MB VEGAN HP FALAFEL BOWL","275","250","LD","Vegan","Muscle Building","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea patty served with yellow rice"
"MBHPCOM51","MB VEGAN HP CILANTRO BOWL","275","250","LD","Vegan","Muscle Building","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and cilantro sauce"
"MBHPCOM52","MB VEGAN HP PESTO BOWL","275","250","LD","Vegan","Muscle Building","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and pesto sauce"
"MBHPCOM53","MB VEGAN HP MARINARA BOWL","275","250","LD","Vegan","Muscle Building","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and marinara sauce"
"MBHPCOM54","MB VEGAN HP SANGUINE SLINGER BOWL","275","250","LD","Vegan","Muscle Building","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and sanguine slinger sauce"
"MBHPCOM55","MB VEGAN HP DELICIOUS DESI BOWL","275","250","LD","Vegan","Muscle Building","HIGH PROTEIN MEALS","VEGAN HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and delicious desi sauce"
"MBHPCOM56","MB GLUTENFREE HP BURRITTO BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","brown rice, paneer, exotic veggies, salsa, beans served with sauce of the day"
"MBHPCOM57","MB GLUTENFREE HP THAI BUDDHA BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","hippie bowl made of greens, exotic veggies, rice served with delicious peanut sauce"
"MBHPCOM58","MB GLUTENFREE HP INDIAN VEGGIES BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","masala chickpeas with quinoa sauted with greens, hummus and indian veggies"
"MBHPCOM59","MB GLUTENFREE HP MEDITERRANEAN BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","made with greens served with roasted veggies layered with beans ,hummus and sweet potato patty is simply divine"
"MBHPCOM60","MB GLUTENFREE HP MEXICAN BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","made with greens served with rainbow of veggies layered with beans is delicious and heavenly"
"MBHPCOM61","MB GLUTENFREE HP FALAFEL BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","ultimate combo of hummus, chickpea patty served with yellow rice"
"MBHPCOM62","MB GLUTENFREE HP CILANTRO BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and cilantro sauce"
"MBHPCOM63","MB GLUTENFREE HP PESTO BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and pesto sauce"
"MBHPCOM64","MB GLUTENFREE HP MARINARA BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and marinara sauce"
"MBHPCOM65","MB GLUTENFREE HP SANGUINE SLINGER BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and sanguine slinger sauce"
"MBHPCOM66","MB GLUTENFREE HP DELICIOUS DESI BOWL","275","250","LD","Gluten Free","Muscle Building","HIGH PROTEIN MEALS","GLUTEN FREE HIGH PROTEIN MEALS","Yes","Active","flavoured rice served with cottage cheese and delicious desi sauce"
"MBCOMBO1","MBVEG SALAD AND JUICE(ANY)","250","200","BLSD","Veg","Muscle Building","COMBOS","VEG COMBOS","Yes","Active","veg salad served with juice of the day"
"MBCOMBO2","MBVEG SANDWICH AND JUICE9ANY)","270","250","BLSD","Veg","Muscle Building","COMBOS","VEG COMBOS","Yes","Active","farm house sandwich served with detox wonder"
"MBCOMBO3","MBVEG MBVEGAN SALAD AND SMOOTHIE(ANY)","350","280","BLSD","Veg","Muscle Building","COMBOS","VEG COMBOS","Yes","Active","any salad served with the high protein banana smoothie is simply delicious"
"MBCOMBO4","MBVEG WRAP AND JUICE","275","200","BLSD","Veg","Muscle Building","COMBOS","VEG COMBOS","Yes","Active","veg healthy wrap served with an equally healthy juice"
"MBCOMBO5","MBVEG WRAP AND SMOOTHIE","370","280","BLSD","Veg","Muscle Building","COMBOS","VEG COMBOS","Yes","Active","veg wrap served with a smoothie is sumptuous nutritious meal"
"MBCOMBO6","MBVEG SANDWICH AND SMOOTHIE","370","280","BLSD","Veg","Muscle Building","COMBOS","VEG COMBOS","Yes","Active","farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"MBCOMBO7","MBHIGH PROTEIN BOWL AND SMOOTHIE","475","400","BLSD","Veg","Muscle Building","COMBOS","VEG COMBOS","Yes","Active","high protein bowl with a smoothie keeps you fit and your fat at bay"
"MBCOMBO8","MBCHICKEN SALAD AND JUICE(ANY)","300","250","BLSD","Chicken","Muscle Building","COMBOS","CHICKEN COMBOS","Yes","Active","chicken salad served with juice of the day"
"MBCOMBO9","MBCHICKEN SANDWICH AND JUICE9ANY)","300","250","BLSD","Chicken","Muscle Building","COMBOS","CHICKEN COMBOS","Yes","Active","chicken farm house sandwich served with detox wonder"
"MBCOMBO10","MBCHICKEN SALAD AND SMOOTHIE(ANY)","400","330","BLSD","Chicken","Muscle Building","COMBOS","CHICKEN COMBOS","Yes","Active","any chicken salad served with the high protein banana smoothie is simply delicious"
"MBCOMBO11","MBCHICKEN WRAP AND JUICE","400","330","BLSD","Chicken","Muscle Building","COMBOS","CHICKEN COMBOS","Yes","Active","healthy chicken wrap served with an equally healthy juice"
"MBCOMBO12","MBCHICKEN WRAP AND SMOOTHIE","400","330","BLSD","Chicken","Muscle Building","COMBOS","CHICKEN COMBOS","Yes","Active","chicken wrap served with a smoothie is sumptuous nutritious meal"
"MBCOMBO13","MBCHICKEN SANDWICH AND SMOOTHIE","400","330","BLSD","Chicken","Muscle Building","COMBOS","CHICKEN COMBOS","Yes","Active","chicken farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"MBCOMBO14","MBCHICKEN H PROTEIN BOWL AND SMOOTHIE","500","450","BLSD","Chicken","Muscle Building","COMBOS","CHICKEN COMBOS","Yes","Active","chicken high protein bowl with a smoothie keeps you fit and your fat at bay"
"MBCOMBO15","MBVEGAN MBVEGAN SALAD AND JUICE(ANY)","275","250","BLSD","Vegan","Muscle Building","COMBOS","VEGAN COMBOS","Yes","Active","vegan salad served with juice of the day"
"MBCOMBO16","MBVEGAN SANDWICH AND JUICE9ANY)","275","250","BLSD","Vegan","Muscle Building","COMBOS","VEGAN COMBOS","Yes","Active","vegan farm house sandwich served with detox wonder"
"MBCOMBO17","MBVEGAN MBVEGAN SALAD AND SMOOTHIE(ANY)","275","250","BLSD","Vegan","Muscle Building","COMBOS","VEGAN COMBOS","Yes","Active","any vegan salad served with the high protein banana smoothie is simply delicious"
"MBCOMBO18","MBVEGAN WRAP AND JUICE","275","250","BLSD","Vegan","Muscle Building","COMBOS","VEGAN COMBOS","Yes","Active","healthy vegan wrap served with an equally healthy juice"
"MBCOMBO19","MBVEGAN WRAP AND SMOOTHIE","275","250","BLSD","Vegan","Muscle Building","COMBOS","VEGAN COMBOS","Yes","Active","vegan wrap served with a smoothie is sumptuous nutritious meal"
"MBCOMBO20","MBVEGAN SANDWICH AND SMOOTHIE","275","250","BLSD","Vegan","Muscle Building","COMBOS","VEGAN COMBOS","Yes","Active","vegan farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"MBCOMBO21","MBHIGH PROTEIN VEGAN BOWL AND SMOOTHIE","375","300","BLSD","Vegan","Muscle Building","COMBOS","VEGAN COMBOS","Yes","Active","vegan high protein bowl with a smoothie keeps you fit and your fat at bay"
"MBCOMBO22","MBFISH/PRAWNS SALAD AND JUICE(ANY)","400","350","BLSD","Pescatarian","Muscle Building","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns salad served with juice of the day"
"MBCOMBO23","MBFISH/PRAWNS SANDWICH AND JUICE9ANY)","400","350","BLSD","Pescatarian","Muscle Building","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns farm house sandwich served with detox wonder"
"MBCOMBO24","MBFISH/PRAWNS SALAD AND SMOOTHIE(ANY)","400","350","BLSD","Pescatarian","Muscle Building","COMBOS","PESCATARIAN COMBOS","Yes","Active","any fish/prawns salad served with the high protein banana smoothie is simply delicious"
"MBCOMBO25","MBFISH/PRAWNS WRAP AND JUICE","400","350","BLSD","Pescatarian","Muscle Building","COMBOS","PESCATARIAN COMBOS","Yes","Active","healthy fish/prawns wrap served with an equally healthy juice"
"MBCOMBO26","MBFISH/PRAWNS WRAP AND SMOOTHIE","400","350","BLSD","Pescatarian","Muscle Building","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns wrap served with a smoothie is sumptuous nutritious meal"
"MBCOMBO27","MBFISH/PRAWNS SANDWICH AND SMOOTHIE","400","350","BLSD","Pescatarian","Muscle Building","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"MBCOMBO28","MBHIGH PROTEIN FISH/PRAWNS BOWL AND SMOOTHIE","600","450","BLSD","Pescatarian","Muscle Building","COMBOS","PESCATARIAN COMBOS","Yes","Active","fish/prawns high protein bowl with a smoothie keeps you fit and your fat at bay"
"MBCOMBO29","MBEGGS SALAD AND JUICE(ANY)","275","250","BLSD","Eagen","Muscle Building","COMBOS","EGG COMBOS","Yes","Active","eggs salad served with juice of the day"
"MBCOMBO30","MBEGGS SANDWICH AND JUICE9ANY)","275","250","BLSD","Eagen","Muscle Building","COMBOS","EGG COMBOS","Yes","Active","eggs farm house sandwich served with detox wonder"
"MBCOMBO31","MBEGGS SALAD AND SMOOTHIE(ANY)","400","350","BLSD","Eagen","Muscle Building","COMBOS","EGG COMBOS","Yes","Active","any eggs salad served with the high protein banana smoothie is simply delicious"
"MBCOMBO32","MBEGGS WRAP AND JUICE","275","250","BLSD","Eagen","Muscle Building","COMBOS","EGG COMBOS","Yes","Active","healthy eggs wrap served with an equally healthy juice"
"MBCOMBO33","MBEGGS WRAP AND SMOOTHIE","475","350","BLSD","Eagen","Muscle Building","COMBOS","EGG COMBOS","Yes","Active","eggs wrap served with a smoothie is sumptuous nutritious meal"
"MBCOMBO34","MBEGGS SANDWICH AND SMOOTHIE","400","350","BLSD","Eagen","Muscle Building","COMBOS","EGG COMBOS","Yes","Active","eggs farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"MBCOMBO35","MBHIGH PROTEIN EGGS BOWL AND SMOOTHIE","475","400","BLSD","Eagen","Muscle Building","COMBOS","EGG COMBOS","Yes","Active","eggs high protein bowl with a smoothie keeps you fit and your fat at bay"
"MBCOMBO36","MBGLUTENFREE SALAD AND JUICE(ANY)","275","250","BLSD","Gluten Free","Muscle Building","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree salad served with juice of the day"
"MBCOMBO37","MBGLUTENFREE SANDWICH AND JUICE9ANY)","300","275","BLSD","Gluten Free","Muscle Building","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree farm house sandwich served with detox wonder"
"MBCOMBO38","MBGLUTENFREE SALAD AND SMOOTHIE(ANY)","400","350","BLSD","Gluten Free","Muscle Building","COMBOS","GLUTEN FREE COMBOS","Yes","Active","any glutenfree salad served with the high protein banana smoothie is simply delicious"
"MBCOMBO39","MBGLUTENFREE WRAP AND JUICE","300","250","BLSD","Gluten Free","Muscle Building","COMBOS","GLUTEN FREE COMBOS","Yes","Active","healthy glutenfree wrap served with an equally healthy juice"
"MBCOMBO40","MBGLUTENFREE WRAP AND SMOOTHIE","400","350","BLSD","Gluten Free","Muscle Building","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree wrap served with a smoothie is sumptuous nutritious meal"
"MBCOMBO41","MBGLUTENFREE SANDWICH AND SMOOTHIE","400","350","BLSD","Gluten Free","Muscle Building","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree farm house sandwich served with a smootie is tasty sumptuous and divine meal combo"
"MBCOMBO42","MBHIGH PROTEIN BOWL AND SMOOTHIE","500","400","BLSD","Gluten Free","Muscle Building","COMBOS","GLUTEN FREE COMBOS","Yes","Active","glutenfree high protein bowl with a smoothie keeps you fit and your fat at bay"
"MBLCALCOM1","MB.VEG SOUP AND VEGAN SALAD","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","veg soup and veg salad makes an apt meal for losing weight"
"MBLCALCOM2","MB.VEG SLIM PASTA","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","whole wheat pasta prepared in low fat sauces makes it a very healthy meal"
"MBLCALCOM3","MB.VEG GRILLED PANEER IN INDIAN HERBS","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of indian seasonings srved with veggies"
"MBLCALCOM4","MB.VEG GRILLED PANEER IN ITALIAN HERBS","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of italian seasonings srved with veggies"
"MBLCALCOM5","MB.VEG GRILLED PANEER IN CILANTRO SAUCE","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings, cilantro sauce served with veggies"
"MBLCALCOM6","MB.VEG GRILLED PANEER IN PESTO SAUCE","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings, pesto sauce srved with veggies"
"MBLCALCOM7","MB.VEG PANEER WRAP AND SOUP","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","whole wheat wrap stuffed with paneer,veggies served with delicious healthy soup"
"MBLCALCOM8","MB.VEG GRILLED PANEER IN PERI PERI SAUCE","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM9","BROWN RICE KHICHDI WITH RAITA","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with spices served with raita"
"MBLCALCOM10","GRILLED MUSHROOM WITH MB.VEGGIES","250","225","LSD","Veg","Muscle Building","LOW CALORIES MEALS","VEG LOW CALORIE MEALS","Yes","Active","grilled mushroom sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM11","MB.CHICKEN SOUP AND VEGAN SALAD","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","chicken soup and chicken salad make it a perfect combo to watch weight"
"MBLCALCOM12","MB.CHICKEN SLIM PASTA","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","whole wheat chicken pasta prepared in low fat sauces makes it a very healthy meal"
"MBLCALCOM13","MB. GRILLED CHICKEN IN INDIAN HERBS","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","whole wheat chicken wrap served with soup"
"MBLCALCOM14","MB.GRILLED CHICKEN IN ITALIAN HERBS","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM15","MB. GRILLED CHICKEN IN CILANTRO SAUCE","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM16","MB. GRILLED CHICKEN IN PESTO SAUCE","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM17","MB. CHICKEN WRAP AND SOUP","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM18","MB. GRILLED CHICKEN IN PERI PERI SAUCE","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","whole wheat wrap stuffed with chicken,veggies served with delicious peri peri sauce"
"MBLCALCOM19","MB CH BROWN RICE KHICHDI WITH RAITA","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with spices served with raita"
"MBLCALCOM20","MB GRILLED MUSHROOM WITH .BONELESS CH","300","280","LSD","Chicken","Muscle Building","LOW CALORIES MEALS","CHICKEN LOW CALORIE MEALS","Yes","Active","grilled chicken sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM21","MB.VEGAN SOUP AND VEGAN SALAD","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","vegan soup and tofu salad make it a perfect combo to watch weight"
"MBLCALCOM22","MB.VEGAN SLIM PASTA","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","whole wheat pasta prepared in low fat sauces makes it a very healthy meal"
"MBLCALCOM23","MB.VEGAN GRILLED PANEER IN INDIAN HERBS","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","whole wheat vegan wrap served with soup"
"MBLCALCOM24","MB.VEGAN GRILLED PANEER IN ITALIAN HERBS","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM25","MB.VEGAN GRILLED PANEER IN CILANTRO SAUCE","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM26","MB.VEGAN GRILLED PANEER IN PESTO SAUCE","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM27","MB.VEGAN PANEER WRAP AND SOUP","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM28","MB.VEGAN GRILLED PANEER IN PERI PERI SAUCE","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","whole wheat wrap stuffed with tofu,veggies served with delicious peri peri sauce"
"MBLCALCOM29","BROWN RICE KHICHDI WITH RAITA","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with spices served with raita"
"MBLCALCOM30","GRILLED MUSHROOM WITH MB.VEGANGIES","250","225","LSD","Vegan","Muscle Building","LOW CALORIES MEALS","VEGAN LOW CALORIE MEALS","Yes","Active","grilled tofu sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM31","MB.GLUTENFREE SOUP AND VEGAN SALAD","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","veg soup and paneer salad make it a perfect combo to watch weight"
"MBLCALCOM32","MB.GLUTENFREE SLIM PASTA","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","Gluten free pasta prepared in low fat sauces makes it a very healthy meal"
"MBLCALCOM33","MB.GLUTENFREE GRILLED PANEER IN INDIAN HERBS","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","nutritious marinated paneer with indian herbs served with veggies"
"MBLCALCOM34","MB.GLUTENFREE GRILLED PANEER IN ITALIAN HERBS","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings served with veggies"
"MBLCALCOM35","MB.GLUTENFREE GRILLED PANEER IN CILANTRO SAUCE","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings served with veggies"
"MBLCALCOM36","MB.GLUTENFREE GRILLED PANEER IN PESTO SAUCE","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings served with veggies"
"MBLCALCOM37","MB.GLUTENFREE PANEER WRAP AND SOUP","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","glutenfree wrap stuffed with paneer served with soup."
"MBLCALCOM38","MB.GLUTENFREE GRILLED PANEER IN PERI PERI SAUCE","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","glutenfree wrap stuffed with paneer,veggies served with delicious peri peri sauce"
"MBLCALCOM39","BROWN RICE KHICHDI WITH RAITA","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with spices served with raita"
"MBLCALCOM40","GRILLED MUSHROOM WITH MB.GLUTENFREEGIES","250","225","LSD","Gluten Free","Muscle Building","LOW CALORIES MEALS","GLUTEN FREE LOW CALORIE MEALS","Yes","Active","grilled paneer sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM41","MB. FISH/PRAWNS SOUP AND VEGAN SALAD","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","chicken soup and chicken salad make it a perfect combo to watch weight"
"MBLCALCOM42","MB. FISH/PRAWNS SLIM PASTA","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","whole wheat fish/prawns pasta prepared in low fat sauces makes it a very healthy meal"
"MBLCALCOM43","MB. FISH/PRAWNS WRAP AND SOUP","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","whole wheat chicken wrap served with soup"
"MBLCALCOM44","GRILLED MB. FISH/PRAWNS IN INDIAN HERBS","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM45","GRILLED MB. FISH/PRAWNS IN ITALIAN HERBS","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM46","GRILLED MB. FISH/PRAWNS IN CILANTRO SAUCE","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM47","GRILLED MB. FISH/PRAWNS IN PESTO SAUCE","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM48","GRILLED MB. FISH/PRAWNS IN PERI PERI SAUCE","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","whole wheat wrap stuffed with chicken,veggies served with delicious peri peri sauce"
"MBLCALCOM49","MB.PRAWNS BROWN RICE KHICHDI WITH RAITA","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","brown rice mixed with dal tempered with spices served with raita"
"MBLCALCOM50","MB. PRAWNS /FISH IN GARLIC PEPPER SAUCE WITH VEGGIES","300","280","LSD","Pescatarian","Muscle Building","LOW CALORIES MEALS","PESCATARIAN LOW CALORIE MEALS","Yes","Active","fish/prawns sauted in olive oil and perfect blend of seasonings srved with veggies"
"MBLCALCOM51","MB.EGG OMELETTE AND V.EGGIES","250","225","LSD","Eagen","Muscle Building","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","masala omelette served with veggies makes it a healthy meal option."
"MBLCALCOM52","MB.BOILED .EGGS WRAP AND SOUP","250","225","LSD","Eagen","Muscle Building","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","Whole wheat wrap stuffed with boiled eggs served with soup is an excellent low cal option"
"MBLCALCOM53","MB BOILED .EGG RICE WITH VEGAN SALAD","250","225","LSD","Eagen","Muscle Building","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","this flavaoured rice dish spread over with eggs when served with veggies becomes a very healthy low cal option"
"MBLCALCOM54","MB BOILED .EGGS WITH V.EGGIES AND SAUCE","250","225","LSD","Eagen","Muscle Building","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","Boiled eggs accompanied with perfectly roasted colourful veggies is a treat for eyes and stomach both."
"MBLCALCOM55","MB.EGGS SALAD AND SOUP","250","225","LSD","Eagen","Muscle Building","LOW CALORIES MEALS","EGG LOW CALORIE MEALS","Yes","Active","Salad mixed with eggs served with soup is a filling low cal meal"
